id.exposure,id.outcome,outcome,exposure,method,nsnp,b,se,pval,fdr
Q08431,J10_PNEUMOBACT,Bacterial pneumoniae,MFGE8,Inverse variance weighted (multiplicative random effects),37,-0.0313782005104451,0.0226052451593286,0.165108486199494,0.751194604656791
Q08629,J10_PNEUMOBACT,Bacterial pneumoniae,SPOCK1,Inverse variance weighted (multiplicative random effects),30,-0.00613637999684183,0.0287732970328488,0.83111911121507,0.987360662705468
Q08708,J10_PNEUMOBACT,Bacterial pneumoniae,CD300C,Inverse variance weighted (multiplicative random effects),45,-0.00149850197770681,0.0129621238801536,0.907964643343027,0.991408010221534
Q08830,J10_PNEUMOBACT,Bacterial pneumoniae,FGL1,Inverse variance weighted (multiplicative random effects),38,0.00997136232038582,0.0178590824873535,0.576615209647852,0.95635796126723
Q09666,J10_PNEUMOBACT,Bacterial pneumoniae,AHNAK,Inverse variance weighted (multiplicative random effects),7,0.00326391654006391,0.0688879932441753,0.962210329235158,0.996572679230728
Q0VD83,J10_PNEUMOBACT,Bacterial pneumoniae,APOBR,Inverse variance weighted (multiplicative random effects),36,-0.0304441416509545,0.0108905646228579,0.00518258577619795,0.152920830969681
Q0Z7S8,J10_PNEUMOBACT,Bacterial pneumoniae,FABP9,Inverse variance weighted (multiplicative random effects),53,0.000392734478708449,0.0170640302218626,0.981638035640472,0.996771625970461
Q0ZGT2,J10_PNEUMOBACT,Bacterial pneumoniae,NEXN,Inverse variance weighted (multiplicative random effects),5,0.0043988766843346,0.066719801466755,0.947433076608129,0.994052641168189
Q10471,J10_PNEUMOBACT,Bacterial pneumoniae,GALNT2,Inverse variance weighted (multiplicative random effects),31,-0.00445530786754768,0.0244991818330429,0.855696227053515,0.990818829610349
Q10588,J10_PNEUMOBACT,Bacterial pneumoniae,BST1,Inverse variance weighted (multiplicative random effects),44,0.0234243906290009,0.0103832756941452,0.024072316010491,0.362997379291286
Q10589,J10_PNEUMOBACT,Bacterial pneumoniae,BST2,Inverse variance weighted (multiplicative random effects),30,-0.0832771005913969,0.0417808237466187,0.0462406967787601,0.467263296673042
Q11201,J10_PNEUMOBACT,Bacterial pneumoniae,ST3GAL1,Inverse variance weighted (multiplicative random effects),14,-0.0622500591634284,0.0460818399848283,0.17674066744025,0.768456406670269
Q12765,J10_PNEUMOBACT,Bacterial pneumoniae,SCRN1,Inverse variance weighted (multiplicative random effects),5,-0.0810676977336595,0.0565436397592957,0.151652432170325,0.733301789789463
Q12774,J10_PNEUMOBACT,Bacterial pneumoniae,ARHGEF5,Inverse variance weighted (multiplicative random effects),14,0.00750176238343301,0.0403526100382398,0.852519058731767,0.990818829610349
Q12778,J10_PNEUMOBACT,Bacterial pneumoniae,FOXO1,Inverse variance weighted (multiplicative random effects),6,-0.0471840438731841,0.0565706731228093,0.404240119466954,0.914605207599282
Q12794,J10_PNEUMOBACT,Bacterial pneumoniae,HYAL1,Inverse variance weighted (multiplicative random effects),17,0.013878822129515,0.0264947565302702,0.600394847469517,0.957005067361193
Q12805,J10_PNEUMOBACT,Bacterial pneumoniae,EFEMP1,Inverse variance weighted (multiplicative random effects),14,0.00813858478342719,0.0502324147650044,0.871291218172215,0.991408010221534
Q12841,J10_PNEUMOBACT,Bacterial pneumoniae,FSTL1,Inverse variance weighted (multiplicative random effects),21,0.00241922782387851,0.0319120677059363,0.939570909095809,0.993903793863151
Q12846,J10_PNEUMOBACT,Bacterial pneumoniae,STX4,Inverse variance weighted (multiplicative random effects),5,0.130250689709972,0.0899209403574925,0.147476620771832,0.732777570732913
Q12849,J10_PNEUMOBACT,Bacterial pneumoniae,GRSF1,Inverse variance weighted (multiplicative random effects),4,0.089469953396304,0.121104541273585,0.460038891218269,0.923618363691569
Q12860,J10_PNEUMOBACT,Bacterial pneumoniae,CNTN1,Inverse variance weighted (multiplicative random effects),39,-0.00843854554619567,0.0237366041385366,0.722209277331365,0.97754846764246
Q12864,J10_PNEUMOBACT,Bacterial pneumoniae,CDH17,Inverse variance weighted (multiplicative random effects),61,-0.0369618060815254,0.0167103196256811,0.0269725409057192,0.380295442391381
Q12866,J10_PNEUMOBACT,Bacterial pneumoniae,MERTK,Inverse variance weighted (multiplicative random effects),38,-0.0537437653133931,0.0348400016851914,0.122930793776967,0.676730961762256
Q12884,J10_PNEUMOBACT,Bacterial pneumoniae,FAP,Inverse variance weighted (multiplicative random effects),17,-0.0288221753455456,0.0283540910149228,0.309387288136647,0.855842585808
Q12888,J10_PNEUMOBACT,Bacterial pneumoniae,TP53BP1,Inverse variance weighted (multiplicative random effects),11,0.132876844311827,0.0623219315627551,0.0329982916297188,0.412706420465473
Q12912,J10_PNEUMOBACT,Bacterial pneumoniae,IRAG2,Inverse variance weighted (multiplicative random effects),3,0.0246588242513312,0.207992075361969,0.905626685345934,0.991408010221534
Q12918,J10_PNEUMOBACT,Bacterial pneumoniae,KLRB1,Inverse variance weighted (multiplicative random effects),27,0.0649441634606324,0.0307075277308149,0.0344362141003237,0.414122771207857
Q12933,J10_PNEUMOBACT,Bacterial pneumoniae,TRAF2,Inverse variance weighted (multiplicative random effects),6,0.102143328261636,0.0551349480573859,0.0639388708853628,0.552721567458233
Q12968,J10_PNEUMOBACT,Bacterial pneumoniae,NFATC3,Inverse variance weighted (multiplicative random effects),10,-0.00903509542724057,0.0613811624071207,0.882976882533783,0.991408010221534
Q13002,J10_PNEUMOBACT,Bacterial pneumoniae,GRIK2,Inverse variance weighted (multiplicative random effects),5,0.0118723005679265,0.0381768374156584,0.755814478519763,0.982466377663343
Q13017,J10_PNEUMOBACT,Bacterial pneumoniae,ARHGAP5,Inverse variance weighted (multiplicative random effects),3,-0.0463012262177498,0.0260090021197673,0.0750432313606437,0.572794035767329
Q13043,J10_PNEUMOBACT,Bacterial pneumoniae,STK4,Inverse variance weighted (multiplicative random effects),6,0.106616988734911,0.127510251718959,0.403073647159142,0.914605207599282
Q13093,J10_PNEUMOBACT,Bacterial pneumoniae,PLA2G7,Inverse variance weighted (multiplicative random effects),26,-0.0757812951072249,0.0252910159260781,0.00273212801126854,0.106655025954253
Q13105,J10_PNEUMOBACT,Bacterial pneumoniae,ZBTB17,Inverse variance weighted (multiplicative random effects),3,-0.35315904338374,0.00835136208088824,0,0
Q13114-2,J10_PNEUMOBACT,Bacterial pneumoniae,TRAF3,Inverse variance weighted (multiplicative random effects),5,-0.0736413919313337,0.114803685805341,0.521227144728349,0.937020989143648
Q13137,J10_PNEUMOBACT,Bacterial pneumoniae,CALCOCO2,Inverse variance weighted (multiplicative random effects),13,0.0382846245854848,0.0368170631442844,0.298404528231346,0.851708221126899
Q13145,J10_PNEUMOBACT,Bacterial pneumoniae,BAMBI,Inverse variance weighted (multiplicative random effects),3,-0.0178716385254025,0.198132365762934,0.928127886735468,0.991408010221534
Q13158,J10_PNEUMOBACT,Bacterial pneumoniae,FADD,Inverse variance weighted (multiplicative random effects),7,-0.0481814497011036,0.0361068313150216,0.182068318675614,0.769601860963507
Q13219,J10_PNEUMOBACT,Bacterial pneumoniae,PAPPA,Inverse variance weighted (multiplicative random effects),22,-0.052280661725216,0.0270103272339039,0.0529191049503951,0.509912278993655
Q13231,J10_PNEUMOBACT,Bacterial pneumoniae,CHIT1,Inverse variance weighted (multiplicative random effects),36,-0.00941602588936097,0.0145655398420968,0.517982071643857,0.936801441783925
Q13232,J10_PNEUMOBACT,Bacterial pneumoniae,NME3,Inverse variance weighted (multiplicative random effects),26,-0.0428285838198858,0.034741840235128,0.217662817693251,0.79632307427287
Q13241,J10_PNEUMOBACT,Bacterial pneumoniae,KLRD1,Inverse variance weighted (multiplicative random effects),42,0.0282933072421578,0.0214140589744112,0.186418302558354,0.773384318966224
Q13261,J10_PNEUMOBACT,Bacterial pneumoniae,IL15RA,Inverse variance weighted (multiplicative random effects),19,-0.0505612802860257,0.0308562907437416,0.10129549637718,0.640739836162144
Q13275,J10_PNEUMOBACT,Bacterial pneumoniae,SEMA3F,Inverse variance weighted (multiplicative random effects),21,0.0215344397434829,0.0388339176933713,0.57921851703763,0.95635796126723
Q13277,J10_PNEUMOBACT,Bacterial pneumoniae,STX3,Inverse variance weighted (multiplicative random effects),5,0.00465637619177652,0.0541277127960216,0.931445960737387,0.99210620757841
Q13287,J10_PNEUMOBACT,Bacterial pneumoniae,NMI,Inverse variance weighted (multiplicative random effects),23,-0.0525630707960763,0.0260204837844178,0.0433766368639474,0.454940745876377
Q13291,J10_PNEUMOBACT,Bacterial pneumoniae,SLAMF1,Inverse variance weighted (multiplicative random effects),8,0.0687351019011516,0.0654771856425226,0.293830074951909,0.845573414653543
Q13316,J10_PNEUMOBACT,Bacterial pneumoniae,DMP1,Inverse variance weighted (multiplicative random effects),21,0.0136312284712147,0.0375700053858514,0.716737777434759,0.97754846764246
Q13332,J10_PNEUMOBACT,Bacterial pneumoniae,PTPRS,Inverse variance weighted (multiplicative random effects),28,-0.0396494223829837,0.0161811707333585,0.014272009098125,0.284540145352709
Q13361,J10_PNEUMOBACT,Bacterial pneumoniae,MFAP5,Inverse variance weighted (multiplicative random effects),4,-0.134379320053649,0.141893651513376,0.343617117103426,0.886525053135059
Q13410,J10_PNEUMOBACT,Bacterial pneumoniae,BTN1A1,Inverse variance weighted (multiplicative random effects),6,-0.0475386012491456,0.0463477765196969,0.305036199891916,0.85416950545795
Q13421,J10_PNEUMOBACT,Bacterial pneumoniae,MSLN,Inverse variance weighted (multiplicative random effects),42,0.0068150636806551,0.0191797647120705,0.72234559021027,0.97754846764246
Q13428,J10_PNEUMOBACT,Bacterial pneumoniae,TCOF1,Inverse variance weighted (multiplicative random effects),4,-0.069753228509029,0.183136997780387,0.70329225798183,0.97754846764246
Q13442,J10_PNEUMOBACT,Bacterial pneumoniae,PDAP1,Inverse variance weighted (multiplicative random effects),6,0.0476091190128004,0.071876628101372,0.507732370382333,0.936790310748483
Q13443,J10_PNEUMOBACT,Bacterial pneumoniae,ADAM9,Inverse variance weighted (multiplicative random effects),13,0.0486285718526643,0.0349352302228174,0.163933394588238,0.751194604656791
Q13444,J10_PNEUMOBACT,Bacterial pneumoniae,ADAM15,Inverse variance weighted (multiplicative random effects),47,-0.00596698911940435,0.0130031114749682,0.646313641010649,0.969689550885808
Q13451,J10_PNEUMOBACT,Bacterial pneumoniae,FKBP5,Inverse variance weighted (multiplicative random effects),9,-0.0330387341879923,0.0420367701996838,0.431897691078207,0.914605207599282
Q13478,J10_PNEUMOBACT,Bacterial pneumoniae,IL18R1,Inverse variance weighted (multiplicative random effects),48,0.0176120998800764,0.0216036019724375,0.414935491176896,0.914605207599282
Q13490,J10_PNEUMOBACT,Bacterial pneumoniae,BIRC2,Inverse variance weighted (multiplicative random effects),5,0.0754889034524681,0.0821823016630519,0.35832876470368,0.902291626783069
Q13508,J10_PNEUMOBACT,Bacterial pneumoniae,ART3,Inverse variance weighted (multiplicative random effects),22,-0.0089439841625709,0.0380139475438772,0.813990139409581,0.987360662705468
Q13510,J10_PNEUMOBACT,Bacterial pneumoniae,ASAH1,Inverse variance weighted (multiplicative random effects),27,0.0195126921587288,0.0230287170811066,0.396816791487714,0.914605207599282
Q13541,J10_PNEUMOBACT,Bacterial pneumoniae,EIF4EBP1,Inverse variance weighted (multiplicative random effects),3,0.147365989709117,0.196746095113295,0.453847511217996,0.923206570075967
Q13563,J10_PNEUMOBACT,Bacterial pneumoniae,PKD2,Inverse variance weighted (multiplicative random effects),8,-0.00502341364918004,0.0604058431281822,0.933723478956626,0.992950532883716
Q13740,J10_PNEUMOBACT,Bacterial pneumoniae,ALCAM,Inverse variance weighted (multiplicative random effects),24,-0.0387860788893949,0.043966009521242,0.377677697237705,0.910312384700098
Q13790,J10_PNEUMOBACT,Bacterial pneumoniae,APOF,Inverse variance weighted (multiplicative random effects),19,-0.0413901399867758,0.0441917776987934,0.348962943114546,0.890720868641857
Q13822,J10_PNEUMOBACT,Bacterial pneumoniae,ENPP2,Inverse variance weighted (multiplicative random effects),35,0.0245556389307041,0.0295292476470194,0.40565165431821,0.914605207599282
Q13867,J10_PNEUMOBACT,Bacterial pneumoniae,BLMH,Inverse variance weighted (multiplicative random effects),32,0.0271691127441814,0.0228110136535499,0.233633011482926,0.800859048079288
Q13938,J10_PNEUMOBACT,Bacterial pneumoniae,CAPS,Inverse variance weighted (multiplicative random effects),15,0.0735617278437321,0.038808442955606,0.0580250859818959,0.530617831727006
Q13976,J10_PNEUMOBACT,Bacterial pneumoniae,PRKG1,Inverse variance weighted (multiplicative random effects),9,0.0597995210488378,0.0454138811305339,0.187916582226204,0.773384318966224
Q14005,J10_PNEUMOBACT,Bacterial pneumoniae,IL16,Inverse variance weighted (multiplicative random effects),19,0.0287682798490883,0.0241355851475186,0.233282977350886,0.800859048079288
Q14011,J10_PNEUMOBACT,Bacterial pneumoniae,CIRBP,Inverse variance weighted (multiplicative random effects),8,0.0685109820918555,0.0642860829788018,0.286550109148105,0.83773367428949
Q14108,J10_PNEUMOBACT,Bacterial pneumoniae,SCARB2,Inverse variance weighted (multiplicative random effects),17,-0.0259662756512338,0.0338014161232041,0.442367885224577,0.914605207599282
Q14112,J10_PNEUMOBACT,Bacterial pneumoniae,NID2,Inverse variance weighted (multiplicative random effects),42,-0.00584996606599051,0.0166703496319064,0.725648052834269,0.978350181976182
Q14116,J10_PNEUMOBACT,Bacterial pneumoniae,IL18,Inverse variance weighted (multiplicative random effects),31,0.0272833067736938,0.0258932668354403,0.292027867799377,0.842633862054883
Q14118,J10_PNEUMOBACT,Bacterial pneumoniae,DAG1,Inverse variance weighted (multiplicative random effects),11,0.0636112492881568,0.0604187323527578,0.292414396242721,0.842633862054883
Q14126,J10_PNEUMOBACT,Bacterial pneumoniae,DSG2,Inverse variance weighted (multiplicative random effects),28,-0.016767645854946,0.025132063349714,0.504656254077846,0.936479549622861
Q14160,J10_PNEUMOBACT,Bacterial pneumoniae,SCRIB,Inverse variance weighted (multiplicative random effects),3,0.0879185655297796,0.17724639914332,0.619877089555071,0.961253269478951
Q14162,J10_PNEUMOBACT,Bacterial pneumoniae,SCARF1,Inverse variance weighted (multiplicative random effects),19,0.0122841358150199,0.0315862673332607,0.697344584374785,0.97754846764246
Q14197,J10_PNEUMOBACT,Bacterial pneumoniae,MRPL58,Inverse variance weighted (multiplicative random effects),4,0.161522404787734,0.0614347051759724,0.00855930648132691,0.209694437277913
Q14203,J10_PNEUMOBACT,Bacterial pneumoniae,DCTN1,Inverse variance weighted (multiplicative random effects),7,0.0601554590881562,0.0734479562921622,0.412774117924525,0.914605207599282
Q14204,J10_PNEUMOBACT,Bacterial pneumoniae,DYNC1H1,Inverse variance weighted (multiplicative random effects),5,0.0267010178887569,0.0452686761137377,0.555301744572123,0.950270413469016
Q14210,J10_PNEUMOBACT,Bacterial pneumoniae,LY6D,Inverse variance weighted (multiplicative random effects),31,-0.0245965196736475,0.018312545928432,0.179222990700023,0.768456406670269
Q14213_Q8NEV9,J10_PNEUMOBACT,Bacterial pneumoniae,EBI3,Inverse variance weighted (multiplicative random effects),50,0.0110185428805482,0.024082745014426,0.647291201965416,0.97049825877335
Q14241,J10_PNEUMOBACT,Bacterial pneumoniae,ELOA,Inverse variance weighted (multiplicative random effects),6,0.015142462160848,0.0952851646352301,0.873734021655908,0.991408010221534
Q14242,J10_PNEUMOBACT,Bacterial pneumoniae,SELPLG,Inverse variance weighted (multiplicative random effects),31,0.0172760204383758,0.0221810100099094,0.43605902872857,0.914605207599282
Q14246,J10_PNEUMOBACT,Bacterial pneumoniae,ADGRE1,Inverse variance weighted (multiplicative random effects),42,-0.00954439190976608,0.0216189052221399,0.65886293828678,0.972690915562804
Q14324,J10_PNEUMOBACT,Bacterial pneumoniae,MYBPC2,Inverse variance weighted (multiplicative random effects),5,-0.0786542971212707,0.177179286681444,0.657096881398574,0.972690915562804
Q14393,J10_PNEUMOBACT,Bacterial pneumoniae,GAS6,Inverse variance weighted (multiplicative random effects),38,0.000876527032988028,0.0259552603085009,0.973060009115088,0.996771625970461
Q14435,J10_PNEUMOBACT,Bacterial pneumoniae,GALNT3,Inverse variance weighted (multiplicative random effects),29,-0.0431803598894078,0.0268200355565931,0.107397020803679,0.653936278391184
Q14457,J10_PNEUMOBACT,Bacterial pneumoniae,BECN1,Inverse variance weighted (multiplicative random effects),6,0.0630063163664205,0.080982198452951,0.436553245720342,0.914605207599282
Q14508,J10_PNEUMOBACT,Bacterial pneumoniae,WFDC2,Inverse variance weighted (multiplicative random effects),7,0.0315515006483863,0.117558897396925,0.788399999142243,0.987360662705468
Q14512,J10_PNEUMOBACT,Bacterial pneumoniae,FGFBP1,Inverse variance weighted (multiplicative random effects),28,-0.103141007358908,0.0364588999162341,0.00466985833965814,0.143577760015246
Q14515,J10_PNEUMOBACT,Bacterial pneumoniae,SPARCL1,Inverse variance weighted (multiplicative random effects),38,0.00470052135353474,0.0130139905778762,0.717957526445597,0.97754846764246
Q14554,J10_PNEUMOBACT,Bacterial pneumoniae,PDIA5,Inverse variance weighted (multiplicative random effects),12,0.00162945281772573,0.0376132922489464,0.965445494862677,0.996572679230728
Q14624,J10_PNEUMOBACT,Bacterial pneumoniae,ITIH4,Inverse variance weighted (multiplicative random effects),16,0.0225469850227018,0.0281393987816057,0.422980929463857,0.914605207599282
Q14641,J10_PNEUMOBACT,Bacterial pneumoniae,INSL4,Inverse variance weighted (multiplicative random effects),8,-0.0110984199687623,0.0498990555061746,0.823988940011509,0.987360662705468
Q14643,J10_PNEUMOBACT,Bacterial pneumoniae,ITPR1,Inverse variance weighted (multiplicative random effects),13,-0.0879062065265111,0.0416498233317398,0.0348065230206333,0.414122771207857
Q14696,J10_PNEUMOBACT,Bacterial pneumoniae,MESD,Inverse variance weighted (multiplicative random effects),10,0.0267296904958525,0.077961923104763,0.731707012699784,0.979810469735302
Q14739,J10_PNEUMOBACT,Bacterial pneumoniae,LBR,Inverse variance weighted (multiplicative random effects),11,-0.00252040985413525,0.0560814414867141,0.964153572024077,0.996572679230728
Q14767,J10_PNEUMOBACT,Bacterial pneumoniae,LTBP2,Inverse variance weighted (multiplicative random effects),27,0.0428922417824018,0.0333187715385105,0.197979420800322,0.776214730944286
Q14773,J10_PNEUMOBACT,Bacterial pneumoniae,ICAM4,Inverse variance weighted (multiplicative random effects),56,0.0185051418040645,0.0167434545858184,0.269065801111794,0.83061838027226
Q14790,J10_PNEUMOBACT,Bacterial pneumoniae,CASP8,Inverse variance weighted (multiplicative random effects),13,0.105912313809426,0.0455807221663827,0.0201458269793988,0.335208384251199
Q14807,J10_PNEUMOBACT,Bacterial pneumoniae,KIF22,Inverse variance weighted (multiplicative random effects),7,0.11484956252244,0.0758851539983603,0.130161458204302,0.690761603177656
Q14894,J10_PNEUMOBACT,Bacterial pneumoniae,CRYM,Inverse variance weighted (multiplicative random effects),16,0.0162666816290406,0.0226290638953289,0.472239363287366,0.923618363691569
Q14914,J10_PNEUMOBACT,Bacterial pneumoniae,PTGR1,Inverse variance weighted (multiplicative random effects),23,-0.00084461971233103,0.0252557924817967,0.973321627813204,0.996771625970461
Q14956,J10_PNEUMOBACT,Bacterial pneumoniae,GPNMB,Inverse variance weighted (multiplicative random effects),26,0.0067428946789543,0.0112278982052192,0.548140911233082,0.94768424731157
Q14BN4,J10_PNEUMOBACT,Bacterial pneumoniae,SLMAP,Inverse variance weighted (multiplicative random effects),4,0.0956004087564246,0.119801826312147,0.424877507236115,0.914605207599282
Q15018,J10_PNEUMOBACT,Bacterial pneumoniae,ABRAXAS2,Inverse variance weighted (multiplicative random effects),4,0.0841954448249653,0.108918371715753,0.439513993995747,0.914605207599282
Q15025,J10_PNEUMOBACT,Bacterial pneumoniae,TNIP1,Inverse variance weighted (multiplicative random effects),5,0.0919596084900732,0.0946666536009341,0.331346913880282,0.876070155814891
Q15043,J10_PNEUMOBACT,Bacterial pneumoniae,SLC39A14,Inverse variance weighted (multiplicative random effects),10,0.0303808077705768,0.0889969060083701,0.73282561517736,0.979810469735302
Q15063,J10_PNEUMOBACT,Bacterial pneumoniae,POSTN,Inverse variance weighted (multiplicative random effects),21,-0.013657725033577,0.0187368253735282,0.466048044154101,0.923618363691569
Q15067,J10_PNEUMOBACT,Bacterial pneumoniae,ACOX1,Inverse variance weighted (multiplicative random effects),3,-0.0183553283323695,0.0829677245459426,0.824909798099235,0.987360662705468
Q15102,J10_PNEUMOBACT,Bacterial pneumoniae,PAFAH1B3,Inverse variance weighted (multiplicative random effects),6,0.0661128366752283,0.0814544806161072,0.416990325565563,0.914605207599282
Q15109,J10_PNEUMOBACT,Bacterial pneumoniae,AGER,Inverse variance weighted (multiplicative random effects),49,-0.0502486357971536,0.029306018512092,0.0864152303729834,0.602987801005875
Q15116,J10_PNEUMOBACT,Bacterial pneumoniae,PDCD1,Inverse variance weighted (multiplicative random effects),34,0.00217749112526193,0.0311135088082111,0.944205286242333,0.993903793863151
Q15126,J10_PNEUMOBACT,Bacterial pneumoniae,PMVK,Inverse variance weighted (multiplicative random effects),11,0.0696579345390756,0.0481498330124674,0.147983460263251,0.732777570732913
Q15155,J10_PNEUMOBACT,Bacterial pneumoniae,NOMO1,Inverse variance weighted (multiplicative random effects),21,0.0032286832751906,0.02730949551691,0.90588885463297,0.991408010221534
Q15165,J10_PNEUMOBACT,Bacterial pneumoniae,PON2,Inverse variance weighted (multiplicative random effects),40,0.00566760255191837,0.0153312048478823,0.711622746303797,0.97754846764246
Q15166,J10_PNEUMOBACT,Bacterial pneumoniae,PON3,Inverse variance weighted (multiplicative random effects),26,-0.00469269315170152,0.0222757087280894,0.833149354196913,0.987360662705468
Q15172,J10_PNEUMOBACT,Bacterial pneumoniae,PPP2R5A,Inverse variance weighted (multiplicative random effects),5,0.00928944621814538,0.129446678299709,0.942790738422635,0.993903793863151
Q15256,J10_PNEUMOBACT,Bacterial pneumoniae,PTPRR,Inverse variance weighted (multiplicative random effects),4,-0.107456849479247,0.107419660820241,0.317142996458685,0.871847765419961
Q15262,J10_PNEUMOBACT,Bacterial pneumoniae,PTPRK,Inverse variance weighted (multiplicative random effects),7,-0.0414571245338395,0.0827512497790493,0.616381767545432,0.959714546483167
Q15276,J10_PNEUMOBACT,Bacterial pneumoniae,RABEP1,Inverse variance weighted (multiplicative random effects),6,0.0119340935938887,0.0806974943027704,0.882432111661412,0.991408010221534
Q15303,J10_PNEUMOBACT,Bacterial pneumoniae,ERBB4,Inverse variance weighted (multiplicative random effects),35,-0.0180963304678321,0.0265906940455077,0.496155473210356,0.936076251688947
Q15366,J10_PNEUMOBACT,Bacterial pneumoniae,PCBP2,Inverse variance weighted (multiplicative random effects),10,0.110193988763433,0.086536130477995,0.202880726906701,0.778119668361404
Q15388,J10_PNEUMOBACT,Bacterial pneumoniae,TOMM20,Inverse variance weighted (multiplicative random effects),10,0.0206634590928404,0.0698108332532114,0.76723607124751,0.986573751116061
Q15389,J10_PNEUMOBACT,Bacterial pneumoniae,ANGPT1,Inverse variance weighted (multiplicative random effects),39,-0.0347256185191786,0.0259093150735497,0.180155814895002,0.768456406670269
Q15399,J10_PNEUMOBACT,Bacterial pneumoniae,TLR1,Inverse variance weighted (multiplicative random effects),16,0.0026638892754591,0.0360265999872237,0.941056306006632,0.993903793863151
Q15427,J10_PNEUMOBACT,Bacterial pneumoniae,SF3B4,Inverse variance weighted (multiplicative random effects),6,0.0831225748828841,0.071732844160423,0.246545930199713,0.810938045746511
Q15485,J10_PNEUMOBACT,Bacterial pneumoniae,FCN2,Inverse variance weighted (multiplicative random effects),45,0.00194732511257008,0.0172402950914031,0.91006864216445,0.991408010221534
Q15517,J10_PNEUMOBACT,Bacterial pneumoniae,CDSN,Inverse variance weighted (multiplicative random effects),64,0.0191474344466754,0.0144936252289495,0.186470181710366,0.773384318966224
Q15582,J10_PNEUMOBACT,Bacterial pneumoniae,TGFBI,Inverse variance weighted (multiplicative random effects),43,-0.0041984798521946,0.0191674491723003,0.826617190587329,0.987360662705468
Q15599,J10_PNEUMOBACT,Bacterial pneumoniae,SLC9A3R2,Inverse variance weighted (multiplicative random effects),6,0.00999287581929187,0.0676381783884286,0.882547830209911,0.991408010221534
Q15633,J10_PNEUMOBACT,Bacterial pneumoniae,TARBP2,Inverse variance weighted (multiplicative random effects),4,-0.0038558929148409,0.11917622855934,0.974189309554232,0.996771625970461
Q15661,J10_PNEUMOBACT,Bacterial pneumoniae,TPSAB1,Inverse variance weighted (multiplicative random effects),52,-0.0308128514777811,0.010782040196891,0.00426597027804421,0.138832238607527
Q15714,J10_PNEUMOBACT,Bacterial pneumoniae,TSC22D1,Inverse variance weighted (multiplicative random effects),5,-0.0158121314114372,0.124170664711871,0.898669779426765,0.991408010221534
Q15735,J10_PNEUMOBACT,Bacterial pneumoniae,INPP5J,Inverse variance weighted (multiplicative random effects),4,-0.226845143524075,0.0520748514486291,1.32378446227263e-05,0.00209252501072095
Q15762,J10_PNEUMOBACT,Bacterial pneumoniae,CD226,Inverse variance weighted (multiplicative random effects),34,-0.00222065696424176,0.024813368467942,0.928689021775526,0.991408010221534
Q15796,J10_PNEUMOBACT,Bacterial pneumoniae,SMAD2,Inverse variance weighted (multiplicative random effects),7,0.143846931090243,0.113137906658396,0.203575707974005,0.779434328281093
Q15797,J10_PNEUMOBACT,Bacterial pneumoniae,SMAD1,Inverse variance weighted (multiplicative random effects),6,0.133995840109981,0.0675244127186794,0.0472106135912975,0.472747003970775
Q15814,J10_PNEUMOBACT,Bacterial pneumoniae,TBCC,Inverse variance weighted (multiplicative random effects),7,-0.0314501144448466,0.0448020642081975,0.482692173336408,0.928867634429105
Q15818,J10_PNEUMOBACT,Bacterial pneumoniae,NPTX1,Inverse variance weighted (multiplicative random effects),48,-0.0341316893623428,0.0172325690722976,0.0476305282756836,0.474803419252648
Q15828,J10_PNEUMOBACT,Bacterial pneumoniae,CST6,Inverse variance weighted (multiplicative random effects),30,-0.0380295824591176,0.029862557187809,0.202845234120176,0.778119668361404
Q15831,J10_PNEUMOBACT,Bacterial pneumoniae,STK11,Inverse variance weighted (multiplicative random effects),8,0.000198316550274492,0.0539912315980471,0.997069276748796,0.999486316695892
Q15846,J10_PNEUMOBACT,Bacterial pneumoniae,CLUL1,Inverse variance weighted (multiplicative random effects),28,0.0205900902522542,0.0188685787944326,0.275168635838639,0.833383285321361
Q15848,J10_PNEUMOBACT,Bacterial pneumoniae,ADIPOQ,Inverse variance weighted (multiplicative random effects),39,-0.00992920493715314,0.0232031425194488,0.668705719659005,0.97303717632421
Q16270,J10_PNEUMOBACT,Bacterial pneumoniae,IGFBP7,Inverse variance weighted (multiplicative random effects),21,0.0318446925384644,0.0376969332489944,0.398247352507248,0.914605207599282
Q16288,J10_PNEUMOBACT,Bacterial pneumoniae,NTRK3,Inverse variance weighted (multiplicative random effects),22,-0.0587889379824864,0.0321807984873662,0.0677249136463202,0.565566920374742
Q16363,J10_PNEUMOBACT,Bacterial pneumoniae,LAMA4,Inverse variance weighted (multiplicative random effects),31,0.00470636555192882,0.0271060004132451,0.862157682993771,0.990831401770835
Q16378,J10_PNEUMOBACT,Bacterial pneumoniae,PRR4,Inverse variance weighted (multiplicative random effects),44,-0.0201522424708794,0.0132202717451629,0.127422790663766,0.690761603177656
Q16543,J10_PNEUMOBACT,Bacterial pneumoniae,CDC37,Inverse variance weighted (multiplicative random effects),7,0.0752159892228782,0.0849821642779509,0.376113642440498,0.910312384700098
Q16549,J10_PNEUMOBACT,Bacterial pneumoniae,PCSK7,Inverse variance weighted (multiplicative random effects),8,0.0583650264338186,0.0740184158025843,0.430392405581934,0.914605207599282
Q16595,J10_PNEUMOBACT,Bacterial pneumoniae,FXN,Inverse variance weighted (multiplicative random effects),10,0.0593167959686582,0.0624182273878101,0.341953698799566,0.885080158413381
