#ID,name,KEGG_annotation,KEGG_pathway_annotation
pos_5401,Allysine,C04076,Lysine biosynthesis(ko00300);;Lysine degradation(ko00310);;Metabolic pathways(ko01100);;Biosynthesis of amino acids(ko01230)
pos_5402,trans-3-Hydroxy-L-proline,C05147,Arginine and proline metabolism(ko00330);;Metabolic pathways(ko01100)
pos_5448,"(13Z,16Z)-Docosadienoic acid",C16533,Biosynthesis of unsaturated fatty acids(ko01040)
pos_5467,"Hydrogenobyrinate a,c diamide",C06503,Porphyrin metabolism(ko00860);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240)
pos_547,"(13Z,16Z)-Docosadienoyl-CoA",C16645,Biosynthesis of unsaturated fatty acids(ko01040);;Fatty acid metabolism(ko01212)
pos_5479,Xanthoxin,C13453,Metabolic pathways(ko01100)
pos_5489,Diosmin,C10039,--
pos_5496,2-Amino-2-deoxy-D-gluconate,C03752,Pentose phosphate pathway(ko00030);;Metabolic pathways(ko01100)
pos_5514,Cinnamaldehyde,C00903,Metabolic pathways(ko01100);;Inflammatory mediator regulation of TRP channels(ko04750)
pos_5518,2-(6'-Methylthio)hexylmalic acid,C17226,2-Oxocarboxylic acid metabolism(ko01210)
pos_5521,Levanbiose,C01725,Starch and sucrose metabolism(ko00500)
pos_5529,"2,4-Bis(acetamido)-2,4,6-trideoxy-beta-L-altropyranose",C19972,Amino sugar and nucleotide sugar metabolism(ko00520);;Metabolic pathways(ko01100);;Biosynthesis of nucleotide sugars(ko01250)
pos_5547,Juvenile hormone III,C09694,Insect hormone biosynthesis(ko00981)
pos_5586,Tanabalin,C20205,--
pos_5592,L-Citrulline,C00327,Arginine biosynthesis(ko00220);;Metabolic pathways(ko01100);;Biosynthesis of amino acids(ko01230)
pos_5605,Feruloylagmatine,C18325,Metabolic pathways(ko01100)
pos_5622,N-((R)-Pantothenoyl)-L-cysteine,C04079,Pantothenate and CoA biosynthesis(ko00770)
pos_5634,L-Rhamnose,C00507,Fructose and mannose metabolism(ko00051);;Metabolic pathways(ko01100)
pos_5695,3-Amino-3-(4-hydroxyphenyl)propanoate,C04368,Tyrosine metabolism(ko00350)
pos_5708,Norbixin,C08608,--
pos_5720,Calcitetrol,C18231,"Steroid biosynthesis(ko00100);;Metabolic pathways(ko01100);;Parathyroid hormone synthesis, secretion and action(ko04928)"
pos_5727,"3',4'-Dihydrorhodovibrin",C15887,Metabolic pathways(ko01100)
pos_5762,Citramalic acid,C00815,--
pos_5764,6-Deoxydihydrokalafungin,C12435,Metabolic pathways(ko01100)
pos_5769,Lumichrome,C01727,Riboflavin metabolism(ko00740)
pos_5776,alpha-D-Ribose 1-methylphosphonate 5-phosphate,C20423,Phosphonate and phosphinate metabolism(ko00440);;Metabolic pathways(ko01100)
pos_5787,5-Phosphoribosylamine,C03090,"Purine metabolism(ko00230);;Alanine, aspartate and glutamate metabolism(ko00250);;Metabolic pathways(ko01100)"
pos_5812,4-Amino-5-aminomethyl-2-methylpyrimidine,C20267,Thiamine metabolism(ko00730);;Metabolic pathways(ko01100)
pos_5817,Thiourocanic acid,C05571,Histidine metabolism(ko00340);;Metabolic pathways(ko01100)
pos_5819,2-(2'-Methylthio)ethylmalic acid,C17210,2-Oxocarboxylic acid metabolism(ko01210)
pos_5820,Luteolin,C01514,Metabolic pathways(ko01100)
pos_5885,3-Octaprenyl-4-hydroxybenzoate,C05809,--
pos_5891,GUVACINE,C10149,--
pos_5914,"15H-11,12-EETA",C14781,Arachidonic acid metabolism(ko00590);;Metabolic pathways(ko01100)
pos_5951,2-Undecylpyrrole,C21574,Metabolic pathways(ko01100)
pos_5969,Triethanolamine,C06771,Glycerophospholipid metabolism(ko00564)
pos_6005,Butanoic acid,C00246,Butanoate metabolism(ko00650);;Metabolic pathways(ko01100);;Carbohydrate digestion and absorption(ko04973);;Protein digestion and absorption(ko04974)
pos_6008,N-Acetyl-L-phenylalanine,C03519,Phenylalanine metabolism(ko00360);;Metabolic pathways(ko01100)
pos_6009,Oseltamivir,C08092,--
pos_6010,2-Methyl-3-n-amyl-pyrrole,C21572,Metabolic pathways(ko01100)
pos_6024,Indole-3-ethanol,C00955,Tryptophan metabolism(ko00380)
pos_6033,Stizolobinate,C06048,Tyrosine metabolism(ko00350)
pos_6044,Deoxycytidine,C00881,Pyrimidine metabolism(ko00240);;Metabolic pathways(ko01100);;Nucleotide metabolism(ko01232);;ABC transporters(ko02010)
pos_6059,Azelaic acid,C08261,--
pos_6087,Leucyl-leucine,C11332,--
pos_6089,4-Keto-2-undecylpyrroline,C21573,Metabolic pathways(ko01100)
pos_6124,Diethylcarbamazine,C07968,--
pos_613,D-Glucarate,C00818,Ascorbate and aldarate metabolism(ko00053);;Metabolic pathways(ko01100)
pos_6138,12-Hydroxydodecanoic acid,C08317,--
pos_6143,Fumigaclavine A,C20436,Metabolic pathways(ko01100)
pos_6169,"3,6-Nonadienal",C16323,alpha-Linolenic acid metabolism(ko00592)
pos_6188,N-Acetylbialaphos,C17951,Phosphonate and phosphinate metabolism(ko00440)
pos_619,N-Acetylmuramate,C02713,Amino sugar and nucleotide sugar metabolism(ko00520);;Metabolic pathways(ko01100);;Biosynthesis of nucleotide sugars(ko01250)
pos_6213,Lutein,C08601,Metabolic pathways(ko01100)
pos_6222,Agnuside,C09765,--
pos_6272,Decyl alcohol,C01633,--
pos_631,"(1'S,5'S)-5'-Hydroxyaverantin",C20500,Metabolic pathways(ko01100)
pos_6319,Phenylacetaldehyde,C00601,Phenylalanine metabolism(ko00360);;Metabolic pathways(ko01100)
pos_6320,3-Isochromanone,C07728,--
pos_6321,Enol-phenylpyruvate,C02763,Phenylalanine metabolism(ko00360);;Metabolic pathways(ko01100)
pos_6323,O-Desmethylangolensin,C22559,--
pos_6332,Zeaxanthin,C06098,Metabolic pathways(ko01100)
pos_641,D-Fructose,C00095,Fructose and mannose metabolism(ko00051);;Galactose metabolism(ko00052);;Starch and sucrose metabolism(ko00500);;Metabolic pathways(ko01100);;ABC transporters(ko02010);;Taste transduction(ko04742);;Insulin resistance(ko04931);;Carbohydrate digestion and absorption(ko04973);;Diabetic cardiomyopathy(ko05415)
pos_6412,Daidzein,C10208,Metabolic pathways(ko01100)
pos_6427,D-Lysopine,C04020,Lysine degradation(ko00310)
pos_6428,Dihydroshikonofuran,C18135,Ubiquinone and other terpenoid-quinone biosynthesis(ko00130)
pos_6443,Gibberellin A9,C11863,Metabolic pathways(ko01100)
pos_6481,Antheraxanthin,C08579,Metabolic pathways(ko01100)
pos_6488,6-Deoxyerythronolide B,C03240,Metabolic pathways(ko01100)
pos_6498,Zeatin,C00371,Metabolic pathways(ko01100)
pos_6505,"2-Ethyl-5-methyl-3,3-diphenyl-1-pyrroline",C16660,Drug metabolism - cytochrome P450(ko00982)
pos_6507,Urobilinogen,C05790,Porphyrin metabolism(ko00860)
pos_6554,4-Hydroxyhexan-3-one,C02948,--
pos_6583,Methyl isobutyl ketone,C19263,--
pos_6602,Acetone,C00207,Butanoate metabolism(ko00650);;Metabolic pathways(ko01100)
pos_6610,"3alpha,20alpha,21-Trihydroxy-5beta-pregnan-11-one",C05483,Steroid hormone biosynthesis(ko00140)
pos_6611,Hydroxyprogesterone caproate,C08148,--
pos_6620,oleandomycin,C01946,Metabolic pathways(ko01100);;ABC transporters(ko02010)
pos_6624,Chrysin,C10028,--
pos_6625,1-Nitropyrene,C14421,--
pos_6627,(S)-N-Methylcoclaurine,C05176,Metabolic pathways(ko01100)
pos_6676,Allyl isovalerate,C19318,--
pos_6677,5-Hydroxyvalproic acid,C16650,Drug metabolism - cytochrome P450(ko00982)
pos_6678,alpha-[3-(Nitrosoamino)propyl]-3-pyridinemethanol,C19581,Metabolism of xenobiotics by cytochrome P450(ko00980);;Chemical carcinogenesis - DNA adducts(ko05204)
pos_6680,Dihydrobiopterin,C00268,Folate biosynthesis(ko00790);;Metabolic pathways(ko01100)
pos_6683,11alpha-Hydroxyprogesterone,C03747,Steroid hormone biosynthesis(ko00140)
pos_6692,Glycolithocholic acid,C15557,--
pos_6708,Diosmetin,C10038,--
pos_671,Betaine,C00719,"Glycine, serine and threonine metabolism(ko00260);;Metabolic pathways(ko01100);;ABC transporters(ko02010)"
pos_6713,Dehydrodidemnin B,C16862,--
pos_6723,N-Cyclohexylformamide,C11519,--
pos_6726,Cyclopentolate,C06932,--
pos_6728,Mannopine,C16692,ABC transporters(ko02010)
pos_674,Nicotinurate,C05380,Nicotinate and nicotinamide metabolism(ko00760)
pos_6777,4-Guanidinobutanoate,C01035,Arginine and proline metabolism(ko00330);;Metabolic pathways(ko01100)
pos_6792,3-Hexaprenyl-4-hydroxybenzoate,C13425,--
pos_6794,Isoquinoline,C06323,--
pos_6798,alpha-D-Glucosamine 1-phosphate,C06156,Amino sugar and nucleotide sugar metabolism(ko00520);;Metabolic pathways(ko01100);;Biosynthesis of nucleotide sugars(ko01250);;Insulin resistance(ko04931);;Diabetic cardiomyopathy(ko05415)
pos_6808,Ethylmorphine,C07537,--
pos_6839,Dihydroclavaminic acid,C06659,Metabolic pathways(ko01100)
pos_6840,beta-Alanyl-L-arginine,C05340,beta-Alanine metabolism(ko00410);;Metabolic pathways(ko01100)
pos_685,UDP-apiose,C01623,Amino sugar and nucleotide sugar metabolism(ko00520);;Metabolic pathways(ko01100);;Biosynthesis of nucleotide sugars(ko01250)
pos_6852,Paraldehyde,C07834,--
pos_6855,"cis-1,2-Dihydrobenzene-1,2-diol",C04091,Metabolic pathways(ko01100)
pos_6857,4-(beta-D-Ribofuranosyl)aniline 5'-phosphate,C20559,Folate biosynthesis(ko00790)
pos_6858,Wogonin,C10197,--
pos_6870,Butyric acid,C00246,Butanoate metabolism(ko00650);;Metabolic pathways(ko01100);;Carbohydrate digestion and absorption(ko04973);;Protein digestion and absorption(ko04974)
pos_6889,L-Lysine,C00047,Lysine biosynthesis(ko00300);;Lysine degradation(ko00310);;D-Amino acid metabolism(ko00470);;Biotin metabolism(ko00780);;Aminoacyl-tRNA biosynthesis(ko00970);;Metabolic pathways(ko01100);;2-Oxocarboxylic acid metabolism(ko01210);;Biosynthesis of amino acids(ko01230);;ABC transporters(ko02010);;Protein digestion and absorption(ko04974)
pos_689,N-Dimethyl-2-aminoethylphosphonate,C05680,Phosphonate and phosphinate metabolism(ko00440)
pos_6898,N-octanoyl-L-Homoserine lactone,C21199,--
pos_693,N-Acetylneuraminate,C00270,Amino sugar and nucleotide sugar metabolism(ko00520);;Metabolic pathways(ko01100);;Biosynthesis of nucleotide sugars(ko01250)
pos_694,Sucrose,C00089,Galactose metabolism(ko00052);;Starch and sucrose metabolism(ko00500);;Metabolic pathways(ko01100);;ABC transporters(ko02010);;Taste transduction(ko04742);;Carbohydrate digestion and absorption(ko04973)
pos_6961,Imazaquin,C05076,--
pos_697,ATP,C00002,Oxidative phosphorylation(ko00190);;Purine metabolism(ko00230);;Metabolic pathways(ko01100);;Nucleotide metabolism(ko01232);;Biosynthesis of cofactors(ko01240);;Calcium signaling pathway(ko04020);;HIF-1 signaling pathway(ko04066);;Neuroactive ligand-receptor interaction(ko04080);;Lysosome(ko04142);;Necroptosis(ko04217);;Platelet activation(ko04611);;NOD-like receptor signaling pathway(ko04621);;Thermogenesis(ko04714);;Synaptic vesicle cycle(ko04721);;Taste transduction(ko04742);;Inflammatory mediator regulation of TRP channels(ko04750);;Insulin secretion(ko04911);;Prolactin signaling pathway(ko04917);;Renin secretion(ko04924);;Type II diabetes mellitus(ko04930);;Parkinson disease(ko05012);;Pathways of neurodegeneration - multiple diseases(ko05022);;Pertussis(ko05133);;Hypertrophic cardiomyopathy(ko05410);;Diabetic cardiomyopathy(ko05415)
pos_6985,Angiotensin (1-9),C15851,Renin-angiotensin system(ko04614)
pos_699,Anthranilate,C00108,"Tryptophan metabolism(ko00380);;Phenylalanine, tyrosine and tryptophan biosynthesis(ko00400);;Metabolic pathways(ko01100);;Biosynthesis of amino acids(ko01230)"
pos_7000,ribostamycin,C01759,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_7004,Epothilone C,C15694,--
pos_7023,Hypoglycin B,C08280,--
pos_7041,Collagen,C00211,--
pos_705,Levan,C06215,Starch and sucrose metabolism(ko00500)
pos_708,Vigabatrin,C07500,--
pos_7096,Butane,C21390,Butanoate metabolism(ko00650);;Metabolic pathways(ko01100)
pos_7131,L-Isoleucine,C00407,"Valine, leucine and isoleucine degradation(ko00280);;Valine, leucine and isoleucine biosynthesis(ko00290);;Aminoacyl-tRNA biosynthesis(ko00970);;Metabolic pathways(ko01100);;2-Oxocarboxylic acid metabolism(ko01210);;Biosynthesis of amino acids(ko01230);;ABC transporters(ko02010);;Protein digestion and absorption(ko04974);;Mineral absorption(ko04978);;Shigellosis(ko05131);;Central carbon metabolism in cancer(ko05230)"
pos_7238,L-2-Amino-6-oxoheptanedioate,C03871,Lysine biosynthesis(ko00300);;Metabolic pathways(ko01100);;Biosynthesis of amino acids(ko01230)
pos_725,Thiamine acetic acid,C02892,Thiamine metabolism(ko00730);;Metabolic pathways(ko01100)
pos_7308,Cytochalasin B,C19954,--
pos_7312,Episterol,C15777,Steroid biosynthesis(ko00100);;Metabolic pathways(ko01100)
pos_735,Cytosine,C00380,Pyrimidine metabolism(ko00240);;Metabolic pathways(ko01100);;Nucleotide metabolism(ko01232)
pos_7350,6-Deoxoteasterone,C15799,Metabolic pathways(ko01100)
pos_7366,4-Hexyloxyphenol,C14305,--
pos_7382,Muramic acid,C06470,--
pos_740,METHACHOLINE,C07471,--
pos_7404,Metaldehyde,C18744,--
pos_741,Uridine,C00299,Pyrimidine metabolism(ko00240);;Metabolic pathways(ko01100);;Nucleotide metabolism(ko01232);;ABC transporters(ko02010)
pos_743,Neuraminic acid,C06469,--
pos_7467,Farnesoic acid,C16502,Insect hormone biosynthesis(ko00981)
pos_7468,"1-(Methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol",C19577,Metabolism of xenobiotics by cytochrome P450(ko00980);;Chemical carcinogenesis - DNA adducts(ko05204)
pos_747,5-Fluorouridine,C16633,Drug metabolism - other enzymes(ko00983)
pos_748,2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine,C04640,Purine metabolism(ko00230);;Metabolic pathways(ko01100)
pos_7507,Acetoin,C00466,--
pos_754,Octopine,C04137,Arginine and proline metabolism(ko00330);;Metabolic pathways(ko01100);;ABC transporters(ko02010)
pos_758,2-n-Propyl-4-oxopentanoic acid,C16655,Drug metabolism - cytochrome P450(ko00982)
pos_7599,Estradiol-17beta 3-glucuronide,C05503,Steroid hormone biosynthesis(ko00140);;Bile secretion(ko04976)
pos_7626,Antibiotic JI-20A,C17704,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_763,Glucoerucin,C08409,2-Oxocarboxylic acid metabolism(ko01210)
pos_7653,5-Methylthiopentanaldoxime,C17245,2-Oxocarboxylic acid metabolism(ko01210)
pos_766,"1,2,3-Trihydroxybenzene",C01108,--
pos_7676,Heptadecatrienal,C16343,alpha-Linolenic acid metabolism(ko00592)
pos_768,Uric acid,C00366,Purine metabolism(ko00230);;Metabolic pathways(ko01100);;Bile secretion(ko04976)
pos_770,alpha-Methyl-m-tyrosine,C11820,--
pos_7723,3-Hexen-1-ol,C08492,alpha-Linolenic acid metabolism(ko00592)
pos_773,2-epi-5-epi-Valiolone 7-phosphate,C17692,Metabolic pathways(ko01100)
pos_7757,Taurocholate,C05122,Primary bile acid biosynthesis(ko00120);;Taurine and hypotaurine metabolism(ko00430);;Metabolic pathways(ko01100);;Bile secretion(ko04976);;Cholesterol metabolism(ko04979)
pos_7772,"3-Hexaprenyl-4,5-dihydroxybenzoate",C05200,--
pos_7780,Fungichromin,C13299,--
pos_7783,Isovaleric acid,C08262,Protein digestion and absorption(ko04974)
pos_7784,4-Hydroxyvalproic acid,C16649,Drug metabolism - cytochrome P450(ko00982)
pos_7786,3-Methoxy-4-hydroxymandelate,C05584,Tyrosine metabolism(ko00350);;Metabolic pathways(ko01100)
pos_7790,Myristoleic acid,C08322,--
pos_7791,"9-Hydroxy-12-oxo-10(E),15(Z)-octadecadienoic acid",C21923,alpha-Linolenic acid metabolism(ko00592)
pos_78,Dihydrouracil,C00429,Pyrimidine metabolism(ko00240);;beta-Alanine metabolism(ko00410);;Pantothenate and CoA biosynthesis(ko00770);;Metabolic pathways(ko01100)
pos_784,UDP-4-dehydro-6-deoxy-D-glucose,C04089,Amino sugar and nucleotide sugar metabolism(ko00520);;Metabolic pathways(ko01100);;Biosynthesis of nucleotide sugars(ko01250)
pos_7840,2-Mercaptobenzothiazole,C14437,--
pos_785,CMP-N-glycoloylneuraminate,C03691,Amino sugar and nucleotide sugar metabolism(ko00520);;Biosynthesis of nucleotide sugars(ko01250)
pos_7857,L-Cladinose,C11917,--
pos_7875,L-N2-(2-Carboxyethyl)arginine,C06655,Metabolic pathways(ko01100)
pos_7886,FMLP,C11596,Staphylococcus aureus infection(ko05150)
pos_7892,Thyroxine,C01829,Tyrosine metabolism(ko00350);;Metabolic pathways(ko01100);;Neuroactive ligand-receptor interaction(ko04080);;Thyroid hormone synthesis(ko04918);;Thyroid hormone signaling pathway(ko04919);;Bile secretion(ko04976);;Autoimmune thyroid disease(ko05320)
pos_7894,Pantothenate,C00864,beta-Alanine metabolism(ko00410);;Pantothenate and CoA biosynthesis(ko00770);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240);;Vitamin digestion and absorption(ko04977)
pos_790,Homostachydrine,C08283,--
pos_7942,Demethylmacrocin,C02400,Metabolic pathways(ko01100)
pos_7962,"3alpha,7alpha-Dihydroxy-5beta-cholestanate",C04554,Primary bile acid biosynthesis(ko00120);;Metabolic pathways(ko01100)
pos_7988,4-Amino-2-methyl-5-(phosphooxymethyl)pyrimidine,C04556,Thiamine metabolism(ko00730);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240)
pos_8063,6''-O-Carbamoylkanamycin A,C20699,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_8086,"2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone",C05805,--
pos_8088,Arbutin,C06186,Glycolysis / Gluconeogenesis(ko00010)
pos_8089,"5-(3'-Carboxy-3'-oxopropyl)-4,6-dihydroxypicolinate",C05656,Tryptophan metabolism(ko00380)
pos_8090,Terbutryn,C18811,--
pos_8094,9(S)-HPETE,C14821,Arachidonic acid metabolism(ko00590);;Serotonergic synapse(ko04726)
pos_8129,"2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone",C05815,--
pos_8163,"1,2-dihydrostilbene",C14685,--
pos_8164,Pentadecanoic acid,C16537,--
pos_817,Isoproterenol,C07056,Adrenergic signaling in cardiomyocytes(ko04261)
pos_8185,Traumatic acid,C16308,alpha-Linolenic acid metabolism(ko00592)
pos_8188,Corticosterone,C02140,Steroid hormone biosynthesis(ko00140);;Metabolic pathways(ko01100);;Regulation of lipolysis in adipocytes(ko04923);;Aldosterone synthesis and secretion(ko04925);;Prion disease(ko05020)
pos_8209,"3-Methyl-19-nor-17alpha-pregna-1,3,5(10)-trien-17-ol",C15117,--
pos_8212,pregnenolone sulfate,C18044,Steroid hormone biosynthesis(ko00140);;Metabolic pathways(ko01100)
pos_8229,5-Oxoavermectin ''1b'' aglycone,C11962,Metabolic pathways(ko01100)
pos_825,N-Hydroxy-MeIQx,C20291,Chemical carcinogenesis - DNA adducts(ko05204)
pos_8267,"Cyanidin 3,5-O-diglucoside",C08639,--
pos_828,L-Histidinal,C01929,Histidine metabolism(ko00340);;Metabolic pathways(ko01100)
pos_8284,Theogallin,C10834,--
pos_8306,"1-Octadecanoyl-2-(15S-hydroperoxy-5Z,8Z,11Z,13E-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine",C21483,Ferroptosis(ko04216)
pos_8312,Integerrimine,C10328,--
pos_8314,Prostaglandin B1,C00959,--
pos_8316,3-Geranylgeranylindole,C20525,Metabolic pathways(ko01100)
pos_8323,Deltaline,C08679,--
pos_8356,Traumatin,C16309,alpha-Linolenic acid metabolism(ko00592)
pos_8373,Manumycin A,C12111,--
pos_8378,N-Hydroxy-L-valine,C20313,Metabolic pathways(ko01100)
pos_838,3-Methylbenzaldehyde,C07209,Metabolic pathways(ko01100)
pos_8380,delta-(L-2-Aminoadipyl)-L-cysteinyl-D-valine,C05556,Penicillin and cephalosporin biosynthesis(ko00311);;Metabolic pathways(ko01100)
pos_839,Salicylaldehyde,C06202,Metabolic pathways(ko01100)
pos_8423,epsilon-Caprolactone,C01880,--
pos_8436,Propylene glycol,C00583,Propanoate metabolism(ko00640);;Metabolic pathways(ko01100)
pos_8456,Prostaglandin F2alpha,C00639,Arachidonic acid metabolism(ko00590);;Metabolic pathways(ko01100);;Phospholipase D signaling pathway(ko04072);;Neuroactive ligand-receptor interaction(ko04080);;Serotonergic synapse(ko04726);;Ovarian steroidogenesis(ko04913);;Oxytocin signaling pathway(ko04921);;Bile secretion(ko04976)
pos_8463,Thromboxane B2,C05963,Arachidonic acid metabolism(ko00590);;Metabolic pathways(ko01100);;Serotonergic synapse(ko04726);;Bile secretion(ko04976)
pos_848,3-Hydroxy-2-methylpyridine-5-carboxylate,C01270,Vitamin B6 metabolism(ko00750)
pos_8485,Deoxyguanidinoproclavaminic acid,C06656,Metabolic pathways(ko01100)
pos_8489,Primaquine,C07627,--
pos_8495,Irinotecan,C16641,Drug metabolism - other enzymes(ko00983)
pos_8498,7alpha-Hydroxy-3-oxo-4-cholestenoate,C17337,Primary bile acid biosynthesis(ko00120)
pos_8502,Biotin,C00120,Biotin metabolism(ko00780);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240);;ABC transporters(ko02010);;Vitamin digestion and absorption(ko04977)
pos_851,Levetiracetam,C07841,--
pos_856,L-Threo-3-Phenylserine,C03290,--
pos_857,Saccharin,C12283,Taste transduction(ko04742)
pos_8589,Homocarnosine,C00884,Arginine and proline metabolism(ko00330);;Metabolic pathways(ko01100)
pos_8591,"17-Methyl-18-norandrosta-4,13(17)-dien-3-one",C15085,--
pos_8614,1-Methylnaphthalene,C14082,--
pos_8635,Kanamycin B,C00825,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_8639,16alpha-Hydroxydehydroepiandrosterone,C05139,Steroid hormone biosynthesis(ko00140)
pos_8640,Benztropine,C06846,--
pos_8651,L-Histidinol,C00860,Histidine metabolism(ko00340);;Metabolic pathways(ko01100);;Biosynthesis of amino acids(ko01230)
pos_8654,"1,3-Diphenylpropane",C14581,--
pos_8655,Ethylbenzene,C07111,Metabolic pathways(ko01100)
pos_8660,L-Dihydroanticapsin,C20940,Metabolic pathways(ko01100)
pos_8666,Volicitin,C16345,alpha-Linolenic acid metabolism(ko00592)
pos_8668,Spheroidenone,C15903,Metabolic pathways(ko01100)
pos_8675,Avermectin A1a,C11984,Metabolic pathways(ko01100)
pos_8680,Icosadienoic acid,C16525,Biosynthesis of unsaturated fatty acids(ko01040)
pos_8686,2-Methylpropanal O-methyloxime,C03982,--
pos_871,Deacetylcephalosporin C,C03112,Penicillin and cephalosporin biosynthesis(ko00311);;Metabolic pathways(ko01100)
pos_8737,Monacolin L acid,C20853,Metabolic pathways(ko01100)
pos_8744,Sphinganine,C00836,Sphingolipid metabolism(ko00600);;Metabolic pathways(ko01100);;Sphingolipid signaling pathway(ko04071)
pos_8780,Ergosterol,C01694,Steroid biosynthesis(ko00100);;Metabolic pathways(ko01100)
pos_8786,Zeinoxanthin,C08590,Metabolic pathways(ko01100)
pos_8792,Solutol HS 15,C11317,--
pos_8802,ascomycin,C12102,--
pos_8819,"Androsta-1,4-diene-3,17-dione",C20144,Metabolic pathways(ko01100)
pos_8822,Clarithromycin,C06912,--
pos_8824,Prostaglandin D2,C00696,Arachidonic acid metabolism(ko00590);;Metabolic pathways(ko01100);;Neuroactive ligand-receptor interaction(ko04080);;Fc epsilon RI signaling pathway(ko04664);;Serotonergic synapse(ko04726);;African trypanosomiasis(ko05143);;Asthma(ko05310)
pos_8833,Pyridoxamine phosphate,C00647,Vitamin B6 metabolism(ko00750);;Metabolic pathways(ko01100);;Vitamin digestion and absorption(ko04977)
pos_884,CMP-N-acetylneuraminate,C00128,Amino sugar and nucleotide sugar metabolism(ko00520);;Metabolic pathways(ko01100);;Biosynthesis of nucleotide sugars(ko01250)
pos_8852,Phylloquinol,C03313,Ubiquinone and other terpenoid-quinone biosynthesis(ko00130);;Metabolic pathways(ko01100);;Biosynthesis of cofactors(ko01240)
pos_886,L-Threonine,C00188,"Glycine, serine and threonine metabolism(ko00260);;Monobactam biosynthesis(ko00261);;Valine, leucine and isoleucine biosynthesis(ko00290);;D-Amino acid metabolism(ko00470);;Porphyrin metabolism(ko00860);;Aminoacyl-tRNA biosynthesis(ko00970);;Metabolic pathways(ko01100);;Biosynthesis of amino acids(ko01230);;ABC transporters(ko02010);;Protein digestion and absorption(ko04974);;Mineral absorption(ko04978)"
pos_8868,5-L-Glutamyl-taurine,C05844,Taurine and hypotaurine metabolism(ko00430)
pos_8874,Hesperetin,C01709,--
pos_8875,L-2-Aminoadipate 6-semialdehyde,C04076,Lysine biosynthesis(ko00300);;Lysine degradation(ko00310);;Metabolic pathways(ko01100);;Biosynthesis of amino acids(ko01230)
pos_8882,L-1-Pyrroline-3-hydroxy-5-carboxylate,C04281,Arginine and proline metabolism(ko00330);;Metabolic pathways(ko01100)
pos_8909,Hexahomomethionine,C17233,2-Oxocarboxylic acid metabolism(ko01210)
pos_8915,"9alpha-Hydroxyandrosta-1,4-diene-3,17-dione",C14909,Metabolic pathways(ko01100)
pos_8928,"Propane-1,2-diol",C00583,Propanoate metabolism(ko00640);;Metabolic pathways(ko01100)
pos_894,2-Propylmalate,C05994,Pyruvate metabolism(ko00620)
pos_8945,"4'-Apo-beta,psi-caroten-4'-al",C19892,Metabolic pathways(ko01100)
pos_8974,7-Mercaptoheptanoylthreonine,C16594,Metabolic pathways(ko01100)
pos_8977,Xylostasin,C17584,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_8994,Dodecanedioic acid,C02678,--
pos_9008,"1,4-Diethylbenzene",C14583,--
pos_9009,1-Naphthaldehyde,C14090,--
pos_9028,4-Acetylaminobiphenyl,C20285,Chemical carcinogenesis - DNA adducts(ko05204)
pos_9034,Dehydroabietic acid,C12078,--
pos_9047,Cholic acid,C00695,Primary bile acid biosynthesis(ko00120);;Metabolic pathways(ko01100);;Bile secretion(ko04976)
pos_9071,7(1)-Hydroxychlorophyll a,C18151,Porphyrin metabolism(ko00860);;Metabolic pathways(ko01100)
pos_9077,3-Ethyltoluene,C14522,--
pos_9080,Levonorgestrel,C08149,--
pos_9083,Nebramycin 5',C18001,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_9105,11-Dehydro-thromboxane B2,C05964,Arachidonic acid metabolism(ko00590);;Metabolic pathways(ko01100);;Serotonergic synapse(ko04726)
pos_9109,Phenylethyl alcohol,C05853,Phenylalanine metabolism(ko00360)
pos_9113,"4-Methoxy-2,2'-bipyrrole-5-carbaldehyde",C21570,Metabolic pathways(ko01100)
pos_9131,2-Methoxy-estradiol-17beta 3-glucuronide,C11131,Steroid hormone biosynthesis(ko00140)
pos_9133,Glycodeoxycholic acid,C05464,--
pos_9143,Dapdiamide A,C20962,Metabolic pathways(ko01100)
pos_9146,(-)-Dihydrocarveol,C11396,--
pos_9159,L-Olivosyl-oleandolide,C11991,Metabolic pathways(ko01100)
pos_9161,6'-Oxolividamine,C21256,"Neomycin, kanamycin and gentamicin biosynthesis(ko00524)"
pos_9164,Leonurine,C16985,--
